text1,text2,human
"Then arose Ishmael the son of Nethaniah , and the ten men that were with him , and smote Gedaliah the son of Ahikam the son of Shaphan with the sword , and slew him , whom the king of Babylon had made governor over the land .","`Thus said the Lord Jehovah : The gate of the inner court that is looking eastward is shut the six days of work , and on the day of rest it is opened , and in the day of the new moon it is opened ;",3.333333333333333
"And all the wise men that wrought all the work of the sanctuary came , every man from his work which they wrought ,","And the Lord said to Joshua , Have no fear of them : for tomorrow at this time I will give them all up dead before Israel ; you are to have the leg-muscles of their horses cut and their war-carriages burned with fire .",2.333333333333333
"and make straight paths for your feet , that that which is lame be not turned out of the way , but rather be healed .","And when thou hast seen it , thou also shalt be gathered unto thy peoples , as Aaron thy brother was gathered ,",2.333333333333333
"You shall overlay the boards with gold , and make their rings of gold for places for the bars : and you shall overlay the bars with gold .","And from the part given to the children of Israel , take one out of every fifty , from the persons , and from the oxen and asses and sheep , and give it to the Levites who have the care of the House of the Lord .",1.0
One who sends a message by the hand of a fool is cutting off feet and drinking violence .,"You shall fall by the sword : I will judge you in the borders of Israel , and you shall know that I am the Lord .",2.0
"They bear it upon the shoulder , they carry it , and set it in its place , and it standeth , from its place shall it not remove : yea , one may cry unto it , yet can it not answer , nor save him out of his trouble .","And Moses was instructed in all wisdom of the Egyptians , and he was mighty in his words and deeds .",3.6666666666666665
"On the west side will be the flag of the children of Ephraim , with Elishama , the son of Ammihud , as their chief .","And this I say , brethren , that flesh and blood the reign of God is not able to inherit , nor doth the corruption inherit the incorruption ;",2.6666666666666665
"For he saith , By the strength of my hand I have done , and by my wisdom , for I am intelligent ; and I have removed the bounds of the peoples , and have robbed their treasures , and , like a valiant man , I have brought down them that sit [ on thrones ] ;","Our fathers have sinned -- they are not , We their iniquities have borne .",2.333333333333333
Let not him that eateth set at nought him that eateth not ; and let not him that eateth not judge him that eateth : for God hath received him .,"They have all gone aside , they are together become corrupt : there is none that doeth good , not even one .",1.6666666666666667
"So those who had come back did so . And Ezra the priest , with certain heads of families , by their fathers ' families , all of them by their names , were marked out ; and on the first day of the tenth month they took their places to go into the question with care .","Neither doth one press upon another ; they march every one in his path ; and fall amid weapons , but are not wounded .",3.0
"For their calamity shall rise suddenly ; And the destruction from them both , who knoweth it ?","And Jared went on living after the birth of Enoch for eight hundred years , and had sons and daughters :",2.6666666666666665
Who will say anything against the saints of God ? It is God who makes us clear from evil ;,He drank of the wine and got drunk . He was uncovered within his tent .,1.0
